p	invgam	alpha	pinvgam
0.9996	25.6107	11.		.999600
.0004	37.3823	60.		.399992E-3
0.9996	89.4269	60.		.999600
.0004	38.9542	62.		.400002E-3
0.9996	91.8556	62.		.999600
.0004	69.8405	100.		.399996E-3
0.9996	136.976	100.		.999600
.0004	120.969	160.		.399989E-3
0.9996	205.852	160.		.999600
.0004	521.270	600.		.399979E-3
0.9996	685.555	600.		.999600
.0004	581.002	664.		.399994E-3
0.9996	753.824	664.		.999600
.0004	897.376	1000.		.399999E-3
0.9996	1109.45	1000.		.999600
.0004	1698.62	1839.		.399842E-3
0.9996	1986.20	1839.		.999600
.0004	5743.70	6000.		.399958E-3
0.9996	6263.13	6000.		.999600
.0004	6568.08	6842.		.400039E-3
0.9996	7122.75	6842.		.999600
.0004	9668.13	10000.		.399996E-3
0.9996	10338.7	10000.		.999600
.0004	11211.8	11569.		.400195E-3
0.9996	11933.0	11569.		.999599
.0004	59182.1	60000.		.399711E-3
0.9996	60824.7	60000.		.999600
.0004	61302.7	62135.		.400207E-3
0.9996	62974.2	62135.		.999600
.000367449	.0	.0001		.0
0.999632551	.144377E-1	.0001		.999633
.000367449	.0	.0006		.0
0.999632551	.459376	.0006		.999633
.000367449	.0	.001		.0
0.999632551	.709414	.001		.999633
.000367449	.0	.006		.0
0.999632551	1.84530	.006		.999633
.000367449	.0	.01		.0
0.999632551	2.22104	.01		.999633
.000367449	.333758E-57	.06		.367449E-3
0.999632551	3.70382	.06		.999633
.000367449	.272507E-34	.1		.367449E-3
0.999632551	4.19783	.1		.999633
.000367449	.156254E-5	.6		.367448E-3
0.999632551	6.69835	.6		.999633
.000367449	.367517E-3	1.		.367449E-3
0.999632551	7.90893	1.		.999633
.000367449	.911660	6.		.367450E-3
0.999632551	17.8297	6.		.999633
.000367449	2.59255	10.		.367449E-3
0.999632551	24.2261	10.		.999633
.000367449	5.81799	16.		.367448E-3
0.999632551	33.0438	16.		.999633
.000367449	37.2509	60.		.367447E-3
0.999632551	89.6629	60.		.999633
.000367449	40.3956	64.		.367454E-3
0.999632551	94.5194	64.		.999633
.000367449	69.6569	100.		.367445E-3
0.999632551	137.264	100.		.999633
.000367449	117.261	156.		.367507E-3
0.999632551	201.665	156.		.999633
.000367449	520.748	600.		.367426E-3
0.999632551	686.182	600.		.999633
.000367449	528.199	608.		.367449E-3
0.999632551	694.732	608.		.999633
.000367449	896.687	1000.		.367436E-3
0.999632551	1110.24	1000.		.999632
.000367449	1258.03	1380.		.367302E-3
0.999632551	1508.90	1380.		.999633
.000367449	5741.94	6000.		.367446E-3
0.999632551	6264.99	6000.		.999633
.000367449	6450.61	6724.		.367427E-3
0.999632551	7004.32	6724.		.999633
.000367449	9665.84	10000.		.367444E-3
0.999632551	10341.1	10000.		.999633
.000367449	14696.5	15108.		.367710E-3
0.999632551	15526.5	15108.		.999633
.000367449	59176.5	60000.		.367649E-3
0.999632551	60830.5	60000.		.999633
.000367449	67071.4	67948.		.367493E-3
0.999632551	68831.5	67948.		.999632
.0003	.0	.0001		.0
0.9997	.287522E-1	.0001		.999700
.0003	.0	.0006		.0
0.9997	.553393	.0006		.999700
.0003	.0	.001		.0
0.9997	.819765	.001		.999700
.0003	.0	.006		.0
0.9997	1.99067	.006		.999700
.0003	.0	.01		.0
0.9997	2.37260	.01		.999700
.0003	.113632E-58	.06		.300000E-3
0.9997	3.87166	.06		.999700
.0003	.358607E-35	.1		.300000E-3
0.9997	4.36986	.1		.999700
.0003	.111439E-5	.6		.299999E-3
0.9997	6.89107	.6		.999700
.0003	.300045E-3	1.		.300000E-3
0.9997	8.11173	1.		.999700
.0003	.877093	6.		.300000E-3
0.9997	18.1039	6.		.999700
.0003	2.52539	10.		.299997E-3
0.9997	24.5376	10.		.999700
.0003	6.88780	18.		.299999E-3
0.9997	36.2294	18.		.999700
.0003	36.9414	60.		.300007E-3
0.9997	90.2227	60.		.999700
.0003	37.7214	61.		.299993E-3
0.9997	91.4430	61.		.999700
.0003	69.2240	100.		.299997E-3
0.9997	137.948	100.		.999700
.0003	125.340	166.		.300036E-3
0.9997	213.837	166.		.999700
.0003	519.515	600.		.299983E-3
0.9997	687.667	600.		.999700
.0003	569.815	654.		.299994E-3
0.9997	745.367	654.		.999700
.0003	895.060	1000.		.300007E-3
0.9997	1112.12	1000.		.999700
.0003	1588.93	1728.		.299967E-3
0.9997	1874.25	1728.		.999700
.0003	5737.77	6000.		.299937E-3
0.9997	6269.41	6000.		.999700
.0003	6178.97	6451.		.300065E-3
0.9997	6730.22	6451.		.999700
.0003	9660.43	10000.		.300046E-3
0.9997	10346.8	10000.		.999700
.0003	17951.9	18414.		.299795E-3
0.9997	18883.3	18414.		.999700
.0003	59163.0	60000.		.299910E-3
0.9997	60844.2	60000.		.999700
.0003	66848.5	67738.		.300170E-3
0.9997	68634.7	67738.		.999700
.000275839	.0	.0001		.0
0.999724161	.369076E-1	.0001		.999724
.000275839	.0	.0006		.0
0.999724161	.594385	.0006		.999724
.000275839	.0	.001		.0
0.999724161	.867083	.001		.999724
.000275839	.0	.006		.0
0.999724161	2.05160	.006		.999724
.000275839	.0	.01		.0
0.999724161	2.43596	.01		.999724
.000275839	.280377E-59	.06		.275839E-3
0.999724161	3.94147	.06		.999724
.000275839	.154869E-35	.1		.275839E-3
0.999724161	4.44135	.1		.999724
.000275839	.968865E-6	.6		.275839E-3
0.999724161	6.97094	.6		.999724
.000275839	.275877E-3	1.		.275839E-3
0.999724161	8.19569	1.		.999724
.000275839	.863221	6.		.275840E-3
0.999724161	18.2170	6.		.999724
.000275839	2.49824	10.		.275837E-3
0.999724161	24.6659	10.		.999724
.000275839	4.00330	13.		.275841E-3
0.999724161	29.1898	13.		.999724
.000275839	36.8150	60.		.275840E-3
0.999724161	90.4528	60.		.999724
.000275839	43.0920	68.		.275834E-3
0.999724161	100.178	68.		.999724
.000275839	69.0471	100.		.275839E-3
0.999724161	138.229	100.		.999724
.000275839	121.637	162.		.275874E-3
0.999724161	209.644	162.		.999724
.000275839	519.010	600.		.275817E-3
0.999724161	688.276	600.		.999724
.000275839	575.814	661.		.275821E-3
0.999724161	753.472	661.		.999724
.000275839	894.393	1000.		.275830E-3
0.999724161	1112.89	1000.		.999724
.000275839	1312.55	1440.		.275870E-3
0.999724161	1574.74	1440.		.999724
.000275839	5736.07	6000.		.275876E-3
0.999724161	6271.22	6000.		.999724
.000275839	5955.12	6224.		.275859E-3
0.999724161	6500.17	6224.		.999724
.000275839	9658.21	10000.		.275869E-3
0.999724161	10349.1	10000.		.999724
.000275839	12076.1	12458.		.275987E-3
0.999724161	12847.2	12458.		.999724
.000275839	59157.5	60000.		.275799E-3
0.999724161	60849.8	60000.		.999724
.000275839	64082.2	64959.		.275688E-3
0.999724161	65843.1	64959.		.999724
.0002	.0	.0001		.0
0.9998	.823608E-1	.0001		.999800
.0002	.0	.0006		.0
0.9998	.761541	.0006		.999800
.0002	.0	.001		.0
0.9998	1.05630	.001		.999800
.0002	.0	.006		.0
0.9998	2.28864	.006		.999800
.0002	.0	.01		.0
0.9998	2.68166	.01		.999800
.0002	.132022E-61	.06		.200000E-3
0.9998	4.21042	.06		.999800
.0002	.621880E-37	.1		.200000E-3
0.9998	4.71645	.1		.999800
.0002	.566961E-6	.6		.200000E-3
0.9998	7.27710	.6		.999800
.0002	.200020E-3	1.		.200000E-3
0.9998	8.51719	1.		.999800
.0002	.812354	6.		.200000E-3
0.9998	18.6480	6.		.999800
.0002	2.39766	10.		.200001E-3
0.9998	25.1545	10.		.999800
.0002	5.49958	16.		.200001E-3
0.9998	34.1039	16.		.999800
.0002	36.3404	60.		.199994E-3
0.9998	91.3253	60.		.999800
.0002	36.3404	60.		.199994E-3
0.9998	91.3253	60.		.999800
.0002	68.3817	100.		.199997E-3
0.9998	139.293	100.		.999800
.0002	79.1550	113.		.199998E-3
0.9998	154.521	113.		.999800
.0002	517.107	600.		.200009E-3
0.9998	690.579	600.		.999800
.0002	522.674	606.		.199988E-3
0.9998	697.012	606.		.999800
.0002	891.879	1000.		.200003E-3
0.9998	1115.81	1000.		.999800
.0002	1576.06	1719.		.200082E-3
0.9998	1869.63	1719.		.999800
.0002	5729.62	6000.		.199968E-3
0.9998	6278.06	6000.		.999800
.0002	6560.84	6850.		.199969E-3
0.9998	7146.84	6850.		.999800
.0002	9649.83	10000.		.199999E-3
0.9998	10357.9	10000.		.999800
.0002	19235.6	19729.		.199999E-3
0.9998	20230.1	19729.		.999800
.0002	59136.7	60000.		.199994E-3
0.9998	60871.0	60000.		.999800
.0002	65674.4	66584.		.200109E-3
0.9998	67501.3	66584.		.999800
.000158187	.0	.0001		.0
0.999841813	.131037	.0001		.999842
.000158187	.0	.0006		.0
0.999841813	.892723	.0006		.999842
.000158187	.0	.001		.0
0.999841813	1.20162	.001		.999842
.000158187	.0	.006		.0
0.999841813	2.46501	.006		.999842
.000158187	.0	.01		.0
0.999841813	2.86375	.01		.999842
.000158187	.264847E-63	.06		.158187E-3
0.999841813	4.40817	.06		.999842
.000158187	.595819E-38	.1		.158187E-3
0.999841813	4.91843	.1		.999842
.000158187	.383520E-6	.6		.158187E-3
0.999841813	7.50080	.6		.999842
.000158187	.158200E-3	1.		.158187E-3
0.999841813	8.75173	1.		.999842
.000158187	.777377	6.		.158187E-3
0.999841813	18.9606	6.		.999842
.000158187	2.32750	10.		.158188E-3
0.999841813	25.5081	10.		.999842
.000158187	7.11184	19.		.158187E-3
0.999841813	38.7928	19.		.999842
.000158187	36.0032	60.		.158191E-3
0.999841813	91.9535	60.		.999842
.000158187	38.3167	63.		.158183E-3
0.999841813	95.6411	63.		.999842
.000158187	67.9079	100.		.158188E-3
0.999841813	140.058	100.		.999842
.000158187	115.811	157.		.158184E-3
0.999841813	206.160	157.		.999842
.000158187	515.746	600.		.158185E-3
0.999841813	692.232	600.		.999842
.000158187	575.162	664.		.158198E-3
0.999841813	760.817	664.		.999842
.000158187	890.081	1000.		.158189E-3
0.999841813	1117.90	1000.		.999842
.000158187	1801.65	1957.		.158146E-3
0.999841813	2120.33	1957.		.999842
.000158187	5725.01	6000.		.158181E-3
0.999841813	6282.97	6000.		.999842
.000158187	6631.23	6927.		.158154E-3
0.999841813	7230.75	6927.		.999842
.000158187	9643.83	10000.		.158167E-3
0.999841813	10364.1	10000.		.999842
.000158187	13922.6	14350.		.158420E-3
0.999841813	14785.4	14350.		.999842
.000158187	59121.8	60000.		.158183E-3
0.999841813	60886.2	60000.		.999842
.000158187	64951.6	65872.		.158089E-3
0.999841813	66800.3	65872.		.999842
.0001	.0	.0001		.0
0.9999	.264740	.0001		.999900
.0001	.0	.0006		.0
0.9999	1.16848	.0006		.999900
.0001	.0	.001		.0
0.9999	1.50103	.001		.999900
.0001	.0	.006		.0
0.9999	2.81731	.006		.999900
.0001	.0	.01		.0
0.9999	3.22604	.01		.999900
.0001	.126906E-66	.06		.100000E-3
0.9999	4.79831	.06		.999900
.0001	.607305E-40	.1		.100000E-3
0.9999	5.31624	.1		.999900
.0001	.178582E-6	.6		.100000E-3
0.9999	7.93900	.6		.999900
.0001	.100005E-3	1.		.100000E-3
0.9999	9.21034	1.		.999900
.0001	.713748	6.		.100000E-3
0.9999	19.5672	6.		.999900
.0001	2.19758	10.		.999995E-4
0.9999	26.1930	10.		.999900
.0001	6.28109	18.		.999999E-4
0.9999	38.1825	18.		.999900
.0001	35.3641	60.		.100003E-3
0.9999	93.1630	60.		.999900
.0001	38.4231	64.		.999980E-4
0.9999	98.1056	64.		.999900
.0001	67.0077	100.		.999980E-4
0.9999	141.530	100.		.999900
.0001	90.9684	129.		.100000E-3
0.9999	175.573	129.		.999900
.0001	513.150	600.		.100002E-3
0.9999	695.401	600.		.999900
.0001	590.984	684.		.100001E-3
0.9999	785.568	684.		.999900
.0001	886.648	1000.		.999965E-4
0.9999	1121.90	1000.		.999900
.0001	1502.24	1649.		.100023E-3
0.9999	1804.32	1649.		.999900
.0001	5716.19	6000.		.999789E-4
0.9999	6292.36	6000.		.999900
.0001	6593.39	6898.		.100007E-3
0.9999	7211.17	6898.		.999900
.0001	9632.37	10000.		.100007E-3
0.9999	10376.2	10000.		.999900
.0001	15480.6	15946.		.998614E-4
0.9999	16419.9	15946.		.999900
.0001	59093.3	60000.		.999921E-4
0.9999	60915.2	60000.		.999900
.0001	62957.2	63893.		.999747E-4
0.9999	64837.3	63893.		.999900
.0000938922	.0	.0001		.0
0.9999061078	.286925	.0001		.999906
.0000938922	.0	.0006		.0
0.9999061078	1.20815	.0006		.999906
.0000938922	.0	.001		.0
0.9999061078	1.54359	.001		.999906
.0000938922	.0	.006		.0
0.9999061078	2.86643	.006		.999906
.0000938922	.0	.01		.0
0.9999061078	3.27642	.01		.999906
.0000938922	.443922E-67	.06		.938922E-4
0.9999061078	4.85225	.06		.999906
.0000938922	.323372E-40	.1		.938922E-4
0.9999061078	5.37119	.1		.999906
.0000938922	.160775E-6	.6		.938921E-4
0.9999061078	7.99929	.6		.999906
.0000938922	.938966E-4	1.		.938922E-4
0.9999061078	9.27336	1.		.999906
.0000938922	.705466	6.		.938923E-4
0.9999061078	19.6501	6.		.999906
.0000938922	2.18044	10.		.938923E-4
0.9999061078	26.2865	10.		.999906
.0000938922	4.08118	14.		.938929E-4
0.9999061078	32.4334	14.		.999906
.0000938922	35.2782	60.		.938899E-4
0.9999061078	93.3273	60.		.999906
.0000938922	36.0392	61.		.938950E-4
0.9999061078	94.5669	61.		.999906
.0000938922	66.8866	100.		.938901E-4
0.9999061078	141.730	100.		.999906
.0000938922	76.7141	112.		.938922E-4
0.9999061078	155.904	112.		.999906
.0000938922	512.800	600.		.939006E-4
0.9999061078	695.831	600.		.999906
.0000938922	555.358	646.		.938847E-4
0.9999061078	745.272	646.		.999906
.0000938922	886.185	1000.		.938956E-4
0.9999061078	1122.45	1000.		.999906
.0000938922	1542.67	1692.		.939203E-4
0.9999061078	1849.96	1692.		.999906
.0000938922	5715.00	6000.		.938803E-4
0.9999061078	6293.63	6000.		.999906
.0000938922	6684.00	6992.		.938847E-4
0.9999061078	7308.63	6992.		.999906
.0000938922	9630.82	10000.		.938980E-4
0.9999061078	10377.8	10000.		.999906
.0000938922	16772.6	17259.		.937675E-4
0.9999061078	17754.0	17259.		.999906
.0000938922	59089.5	60000.		.939663E-4
0.9999061078	60919.2	60000.		.999906
.0000938922	68819.5	69802.		.938227E-4
0.9999061078	70793.1	69802.		.999906
.00009	.0	.0001		.0
0.99991	.302317	.0001		.999910
.00009	.0	.0006		.0
0.99991	1.23502	.0006		.999910
.00009	.0	.001		.0
0.99991	1.57235	.001		.999910
.00009	.0	.006		.0
0.99991	2.89951	.006		.999910
.00009	.0	.01		.0
0.99991	3.31034	.01		.999910
.00009	.219208E-67	.06		.900000E-4
0.99991	4.88854	.06		.999910
.00009	.211754E-40	.1		.900000E-4
0.99991	5.40814	.1		.999910
.00009	.149822E-6	.6		.900002E-4
0.99991	8.03981	.6		.999910
.00009	.900041E-4	1.		.900000E-4
0.99991	9.31570	1.		.999910
.00009	.699962	6.		.899999E-4
0.99991	19.7058	6.		.999910
.00009	2.16902	10.		.900010E-4
0.99991	26.3492	10.		.999910
.00009	5.11848	16.		.900003E-4
0.99991	35.4630	16.		.999910
.00009	35.2208	60.		.899970E-4
0.99991	93.4375	60.		.999910
.00009	40.5818	67.		.900013E-4
0.99991	102.079	67.		.999910
.00009	66.8056	100.		.899983E-4
0.99991	141.864	100.		.999910
.00009	97.4337	137.		.900009E-4
0.99991	185.240	137.		.999910
.00009	512.565	600.		.900009E-4
0.99991	696.118	600.		.999910
.00009	519.956	608.		.900075E-4
0.99991	704.728	608.		.999910
.00009	885.874	1000.		.899948E-4
0.99991	1122.81	1000.		.999910
.00009	931.066	1048.		.900042E-4
0.99991	1173.62	1048.		.999910
.00009	5714.20	6000.		.899784E-4
0.99991	6294.48	6000.		.999910
.00009	5740.55	6027.		.899882E-4
0.99991	6322.13	6027.		.999910
.00009	9629.78	10000.		.899971E-4
0.99991	10378.9	10000.		.999910
.00009	15058.7	15521.		.899874E-4
0.99991	15992.0	15521.		.999910
.00009	59086.9	60000.		.900418E-4
0.99991	60921.8	60000.		.999910
.00009	68876.3	69862.		.899472E-4
0.99991	70856.3	69862.		.999910
.0000835562	.0	.0001		.0
0.9999164438	.330257	.0001		.999916
.0000835562	.0	.0006		.0
0.9999164438	1.28258	.0006		.999916
.0000835562	.0	.001		.0
0.9999164438	1.62316	.001		.999916
.0000835562	.0	.006		.0
0.9999164438	2.95774	.006		.999916
.0000835562	.0	.01		.0
0.9999164438	3.37000	.01		.999916
.0000835562	.635515E-68	.06		.835562E-4
0.9999164438	4.95229	.06		.999916
.0000835562	.100738E-40	.1		.835562E-4
0.9999164438	5.47305	.1		.999916
.0000835562	.132374E-6	.6		.835564E-4
0.9999164438	8.11092	.6		.999916
.0000835562	.835597E-4	1.		.835562E-4
0.9999164438	9.38999	1.		.999916
.0000835562	.690419	6.		.835560E-4
0.9999164438	19.8033	6.		.999916
.0000835562	2.14915	10.		.835557E-4
0.9999164438	26.4591	10.		.999916
.0000835562	3.53421	13.		.835560E-4
0.9999164438	31.1137	13.		.999916
.0000835562	35.1207	60.		.835592E-4
0.9999164438	93.6303	60.		.999916
.0000835562	41.2454	68.		.835581E-4
0.9999164438	103.509	68.		.999916
.0000835562	66.6641	100.		.835541E-4
0.9999164438	142.098	100.		.999916
.0000835562	77.2977	113.		.835570E-4
0.9999164438	157.467	113.		.999916
.0000835562	512.155	600.		.835568E-4
0.9999164438	696.621	600.		.999916
.0000835562	547.281	638.		.835556E-4
0.9999164438	737.496	638.		.999916
.0000835562	885.332	1000.		.835563E-4
0.9999164438	1123.45	1000.		.999916
.0000835562	1634.16	1789.		.835518E-4
0.9999164438	1952.62	1789.		.999916
.0000835562	5712.81	6000.		.835583E-4
0.9999164438	6295.97	6000.		.999916
.0000835562	5804.53	6094.		.835363E-4
0.9999164438	6392.24	6094.		.999916
.0000835562	9627.97	10000.		.835685E-4
0.9999164438	10380.8	10000.		.999916
.0000835562	17069.5	17564.		.834967E-4
0.9999164438	18067.3	17564.		.999917
.0000835562	59082.4	60000.		.836109E-4
0.9999164438	60926.4	60000.		.999916
.0000835562	64260.1	65217.		.835419E-4
0.9999164438	66182.7	65217.		.999916
.00008	.0	.0001		.0
0.99992	.347154	.0001		.999920
.00008	.0	.0006		.0
0.99992	1.31067	.0006		.999920
.00008	.0	.001		.0
0.99992	1.65310	.001		.999920
.00008	.0	.006		.0
0.99992	2.99193	.006		.999920
.00008	.0	.01		.0
0.99992	3.40501	.01		.999920
.00008	.307832E-68	.06		.800000E-4
0.99992	4.98966	.06		.999920
.00008	.652089E-41	.1		.800000E-4
0.99992	5.51109	.1		.999920
.00008	.123118E-6	.6		.800002E-4
0.99992	8.15256	.6		.999920
.00008	.800032E-4	1.		.800000E-4
0.99992	9.43348	1.		.999920
.00008	.684899	6.		.799997E-4
0.99992	19.8604	6.		.999920
.00008	2.13763	10.		.800014E-4
0.99992	26.5233	10.		.999920
.00008	2.57596	11.		.800013E-4
0.99992	28.1008	11.		.999920
.00008	35.0623	60.		.800005E-4
0.99992	93.7429	60.		.999920
.00008	41.1817	68.		.800011E-4
0.99992	103.627	68.		.999920
.00008	66.5817	100.		.800001E-4
0.99992	142.235	100.		.999920
.00008	146.643	195.		.800080E-4
0.99992	252.182	195.		.999920
.00008	511.916	600.		.800018E-4
0.99992	696.915	600.		.999920
.00008	546.108	637.		.799942E-4
0.99992	736.723	637.		.999920
.00008	885.016	1000.		.800041E-4
0.99992	1123.82	1000.		.999920
.00008	1371.51	1514.		.799956E-4
0.99992	1665.32	1514.		.999920
.00008	5712.00	6000.		.800181E-4
0.99992	6296.84	6000.		.999920
.00008	5829.09	6120.		.800159E-4
0.99992	6419.75	6120.		.999920
.00008	9626.91	10000.		.800065E-4
0.99992	10381.9	10000.		.999920
.00008	18179.3	18691.		.799751E-4
0.99992	19211.5	18691.		.999920
.00008	59079.7	60000.		.799623E-4
0.99992	60929.1	60000.		.999920
.00008	67434.0	68417.		.800030E-4
0.99992	69408.8	68417.		.999920
.0000720022	.0	.0001		.0
0.9999279978	.389678	.0001		.999928
.0000720022	.0	.0006		.0
0.9999279978	1.37940	.0006		.999928
.0000720022	.0	.001		.0
0.9999279978	1.72619	.001		.999928
.0000720022	.0	.006		.0
0.9999279978	3.07502	.006		.999928
.0000720022	.0	.01		.0
0.9999279978	3.49006	.01		.999928
.0000720022	.531999E-69	.06		.720022E-4
0.9999279978	5.08031	.06		.999928
.0000720022	.227439E-41	.1		.720022E-4
0.9999279978	5.60333	.1		.999928
.0000720022	.103295E-6	.6		.720022E-4
0.9999279978	8.25345	.6		.999928
.0000720022	.720048E-4	1.		.720022E-4
0.9999279978	9.53881	1.		.999928
.0000720022	.671732	6.		.720020E-4
0.9999279978	19.9983	6.		.999928
.0000720022	2.11003	10.		.720035E-4
0.9999279978	26.6786	10.		.999928
.0000720022	5.01869	16.		.720027E-4
0.9999279978	35.8367	16.		.999928
.0000720022	34.9218	60.		.719995E-4
0.9999279978	94.0148	60.		.999928
.0000720022	41.7997	69.		.720042E-4
0.9999279978	105.141	69.		.999928
.0000720022	66.3832	100.		.720028E-4
0.9999279978	142.565	100.		.999928
.0000720022	147.206	196.		.720138E-4
0.9999279978	253.752	196.		.999928
.0000720022	511.340	600.		.720061E-4
0.9999279978	697.623	600.		.999928
.0000720022	557.539	650.		.720005E-4
0.9999279978	751.424	650.		.999928
.0000720022	884.253	1000.		.720008E-4
0.9999279978	1124.71	1000.		.999928
.0000720022	1018.95	1143.		.720268E-4
0.9999279978	1276.02	1143.		.999928
.0000720022	5710.03	6000.		.719867E-4
0.9999279978	6298.93	6000.		.999928
.0000720022	5999.83	6297.		.719836E-4
0.9999279978	6603.13	6297.		.999928
.0000720022	9624.36	10000.		.720132E-4
0.9999279978	10384.6	10000.		.999928
.0000720022	14827.4	15293.		.719944E-4
0.9999279978	15767.6	15293.		.999928
.0000720022	59073.4	60000.		.720228E-4
0.9999279978	60935.6	60000.		.999928
.0000720022	67700.2	68692.		.719789E-4
0.9999279978	69692.7	68692.		.999928
.00007	.0	.0001		.0
0.99993	.401440	.0001		.999930
.00007	.0	.0006		.0
0.99993	1.39797	.0006		.999930
.00007	.0	.001		.0
0.99993	1.74589	.001		.999930
.00007	.0	.006		.0
0.99993	3.09734	.006		.999930
.00007	.0	.01		.0
0.99993	3.51289	.01		.999930
.00007	.332492E-69	.06		.700000E-4
0.99993	5.10461	.06		.999930
.00007	.171549E-41	.1		.700000E-4
0.99993	5.62805	.1		.999930
.00007	.985523E-7	.6		.700000E-4
0.99993	8.28047	.6		.999930
.00007	.700025E-4	1.		.700000E-4
0.99993	9.56702	1.		.999930
.00007	.668255	6.		.700002E-4
0.99993	20.0352	6.		.999930
.00007	2.10271	10.		.700000E-4
0.99993	26.7201	10.		.999930
.00007	5.54733	17.		.699997E-4
0.99993	37.3493	17.		.999930
.00007	34.8845	60.		.700021E-4
0.99993	94.0874	60.		.999930
.00007	40.2184	67.		.699993E-4
0.99993	102.757	67.		.999930
.00007	66.3303	100.		.699996E-4
0.99993	142.653	100.		.999930
.00007	90.1712	129.		.700014E-4
0.99993	176.817	129.		.999930
.00007	511.186	600.		.699985E-4
0.99993	697.812	600.		.999930
.00007	564.783	658.		.699984E-4
0.99993	760.216	658.		.999930
.00007	884.050	1000.		.700013E-4
0.99993	1124.95	1000.		.999930
.00007	965.922	1087.		.700026E-4
0.99993	1217.08	1087.		.999930
.00007	5709.51	6000.		.699967E-4
0.99993	6299.49	6000.		.999930
.00007	6090.08	6390.		.700172E-4
0.99993	6698.93	6390.		.999930
.00007	9623.68	10000.		.700120E-4
0.99993	10385.3	10000.		.999930
.00007	10818.2	11217.		.700856E-4
0.99993	11624.8	11217.		.999930
.00007	59071.7	60000.		.700110E-4
0.99993	60937.3	60000.		.999930
.00007	64995.4	65969.		.700097E-4
0.99993	66951.6	65969.		.999930
.000068269	.0	.0001		.0
0.999931731	.412013	.0001		.999932
.000068269	.0	.0006		.0
0.999931731	1.41452	.0006		.999932
.000068269	.0	.001		.0
0.999931731	1.76343	.001		.999932
.000068269	.0	.006		.0
0.999931731	3.11718	.006		.999932
.000068269	.0	.01		.0
0.999931731	3.53318	.01		.999932
.000068269	.219048E-69	.06		.682690E-4
0.999931731	5.12620	.06		.999932
.000068269	.133549E-41	.1		.682690E-4
0.999931731	5.65002	.1		.999932
.000068269	.945241E-7	.6		.682690E-4
0.999931731	8.30446	.6		.999932
.000068269	.682713E-4	1.		.682690E-4
0.999931731	9.59205	1.		.999932
.000068269	.665183	6.		.682688E-4
0.999931731	20.0679	6.		.999932
.000068269	2.09624	10.		.682688E-4
0.999931731	26.7569	10.		.999932
.000068269	4.46868	15.		.682687E-4
0.999931731	34.4446	15.		.999932
.000068269	34.8513	60.		.682671E-4
0.999931731	94.1518	60.		.999932
.000068269	37.1250	63.		.682703E-4
0.999931731	97.8796	63.		.999932
.000068269	66.2835	100.		.682704E-4
0.999931731	142.732	100.		.999932
.000068269	141.876	190.		.682630E-4
0.999931731	247.147	190.		.999932
.000068269	511.050	600.		.682692E-4
0.999931731	697.980	600.		.999932
.000068269	572.973	667.		.682665E-4
0.999931731	770.057	667.		.999932
.000068269	883.870	1000.		.682720E-4
0.999931731	1125.16	1000.		.999932
.000068269	1628.34	1785.		.682464E-4
0.999931731	1950.69	1785.		.999932
.000068269	5709.05	6000.		.682795E-4
0.999931731	6299.99	6000.		.999932
.000068269	6613.07	6926.		.682826E-4
0.999931731	7247.97	6926.		.999932
.000068269	9623.07	10000.		.682615E-4
0.999931731	10386.0	10000.		.999932
.000068269	17375.5	17881.		.683636E-4
0.999931731	18395.6	17881.		.999932
.000068269	59070.2	60000.		.682800E-4
0.999931731	60938.8	60000.		.999932
.000068269	62698.1	63656.		.682185E-4
0.999931731	64622.9	63656.		.999932
.00006	.0	.0001		.0
0.99994	.468429	.0001		.999940
.00006	.0	.0006		.0
0.99994	1.50067	.0006		.999940
.00006	.0	.001		.0
0.99994	1.85454	.001		.999940
.00006	.0	.006		.0
0.99994	3.21983	.006		.999940
.00006	.0	.01		.0
0.99994	3.63811	.01		.999940
.00006	.254684E-70	.06		.600000E-4
0.99994	5.23771	.06		.999940
.00006	.367214E-42	.1		.600000E-4
0.99994	5.76342	.1		.999940
.00006	.762235E-7	.6		.600000E-4
0.99994	8.42821	.6		.999940
.00006	.600018E-4	1.		.600000E-4
0.99994	9.72117	1.		.999940
.00006	.649592	6.		.600000E-4
0.99994	20.2365	6.		.999940
.00006	2.06327	10.		.600005E-4
0.99994	26.9465	10.		.999940
.00006	4.41616	15.		.599994E-4
0.99994	34.6556	15.		.999940
.00006	34.6816	60.		.599978E-4
0.99994	94.4828	60.		.999940
.00006	36.9493	63.		.599985E-4
0.99994	98.2166	63.		.999940
.00006	66.0433	100.		.599992E-4
0.99994	143.133	100.		.999940
.00006	130.360	177.		.599958E-4
0.99994	232.825	177.		.999940
.00006	510.352	600.		.600051E-4
0.99994	698.841	600.		.999940
.00006	578.713	674.		.600015E-4
0.99994	778.480	674.		.999940
.00006	882.945	1000.		.599991E-4
0.99994	1126.25	1000.		.999940
.00006	1477.39	1628.		.599935E-4
0.99994	1787.80	1628.		.999940
.00006	5706.67	6000.		.600098E-4
0.99994	6302.53	6000.		.999940
.00006	5947.60	6247.		.600099E-4
0.99994	6555.60	6247.		.999940
.00006	9619.98	10000.		.600087E-4
0.99994	10389.2	10000.		.999940
.00006	17627.6	18141.		.600700E-4
0.99994	18663.6	18141.		.999940
.00006	59062.5	60000.		.600106E-4
0.99994	60946.7	60000.		.999940
.00006	59216.3	60155.		.600268E-4
